"id","addresse","city","name","postal_code","phone_number"
260,"350, boulevard Louis Escande","Mâcon","Centre hospitalier de Mâcon","71000",NULL
261,"300, Rue des Forts","Coudekerque-Branche","Centre de vaccination - Clinique de Flandres","59210","03 92 04 34 71 "
262,"12, Rue Pasteur","La Souterraine","CH LA SOUTERRAINE","23300","+33555895994"
263,"1 bis, Rue du 4 Septembre","Lodève","LODEVE Centre vaccination ","34700","+33974350365"
264,"1, Rue Henry Dunant","Aubusson","CH AUBUSSON - SITE LE MONT","23200","+33555835126"
265,", Route de Fumel","Villeneuve-sur-Lot","POLE DE SANTE DU VILLENEUVOIS","47300","+33553722800"
266,"2, Boulevard de Verdun","Auxerre","Centre vaccinal de l'auxerrois","89000","+33386486588"
267,"100, Route de Moval","Trévenans","Hôpital Nord Franche-Comté","90400","+33384983690"
268,"6, Avenue Francois Mitterrand","Marmande","ESPACE EXPO MARMANDE (CHIC MARMANDE)","47200","+33553203110"
269,", Rue Joseph Magnin","Brazey-en-Plaine","BRAZEY-EN-PLAINE Salle polyvalente Georges Balme","21470","+33345810421"
270,", Rue de Blendecques","Helfaut","Centre de vaccination - CHRSO et CPTS Audomaroise, Salle des sports du pavillon 3 – CH St Omer","62570","03 92 04 34 71 "
271,", Rue du 19 mars 1962","Montmorot","Parc des expositions Jura Parc","39570","+33384868600"
272,"CHU Dijon Bourgogne - Entrée 1 - Rez-de-chaussée - Hall C , 2 Boulevard Maréchal de Lattre de Tassigny","Dijon","CHU Dijon Bourgogne","21000","+33345810421"
273,"19, Rue des Anciens d'Afrique du Nord","Saint-Amand-les-Eaux","Centre de vaccination - CH Saint-Amand","59230","+33392043471 "
274,", Avenue du Roussillon","Thuir","CH de Thuir","66300","+33800541919"
275,"11, Allee Ferdinand Buisson","Argelès-sur-Mer","Centre de vaccination Argelès sur Mer","66700","+33800541919"
276,", Stade les capellans","Saint-Cyprien","Centre de vaccination Saint Cyprien","66750","0800 009 110 "
277,", Boulevard Lafayette","Céret","Centre de vaccination de Céret ","66400","+33800541919"
278,"8, rue Pierre et Marie Curie","Embrun","centre de vaccination CH EMBRUN","05200","04 92 43 75 49"
279,", Rue Jean Eugène Fatier - Maison médicale de garde de la Trinité","La Trinité","Centre de vaccination de la Trinité","97220","+33596425560"
280,", Rez-de-chaussée – Bat A1 - Boulevard Allègre","Le Marin","Centre de vaccination du Marin","97290","+33596425560"
281,"270, Boulevard de Sainte Marguerite","Marseille","APHM Hôpital Sainte Marguerite","13009",NULL
282,"19-21, Boulevard Jean Moulin","Marseille","IHU - Méditerranée Infection","13005",NULL
283,", Chemin du Feil (parc des exposiitons, hall 3)","Vitré","VITRE - Parc expo","35500","0 800 009 110"
284,", Rue Lucien Poulard","Redon","REDON - Salle omnisport","35600","0 800 009 110"
285,"4, Rue du Docteur Binet","Faye-l'Abbesse","CH NORD DEUX-SEVRES site de Faye-L'Abbesse","79350","+33549683022"
286,"6, Rue du Chemin Vert","Mauléon","CH MAULEON","79700","+33549815622"
287,"84, Route d'Aiffres","Niort","POLYCLINIQUE INKERMANN","79000","+33627620475"
288,"13, Rue du Panier Fleuri","Saint-Maixent-l'École","GH HAUT VAL DE SEVRE ET DU MELLOIS - SITE DE ST-MAIXENT","79400","+33670592682"
289,"74, Rue de la Verrerie","Niort","LE GRAND FEU","79000","+33549323989"
290,"17, Rue de l'Armor","Pabu","GUINGAMP - Centre de santé (réservé PS)","22200","+33257180060"
291,"71, Avenue Henri Dunant","Meaux","Ville de Meaux","77100","+33160099884"
292,"1, Rue Louis Lumière","La Selle-en-Luitré","FOUGERES - Espace Aumaillerie","35133","0 800 009 110"
293,"10, Rue du Général Delort","Provins","Ville de Provins","77160","+33164604024"
294,"Complexe sportif Les Dorices, Route d'Ancenis","Vallet","Centre de Vaccination - VALLET - Salle de l'Amicale laïque Complexe sportif les Dorices","44330","+33806000344"
295,", place mendes france","Magnanville","Communauté Urbaine GPSO - Mantes-la-Jolie","78200",NULL
296,"146, Rue du Président Roosevelt","Saint-Germain-en-Laye","Communauté d'agglomération Saint-Germain Boucle de la Seine","78100","+33130872218"
297,"7, Rue du Roi Arthur - Bâtiment Le Cloitre","Ploërmel","PLOERMEL - CH","56800","+33297019956"
298,"7 bis, Rue Pierre Lescot","Versailles","Communauté d'agglomération Versailles Grand Parc","78000","+33130972930"
299,"31, Rue du parc","Septeuil","Communauté de communes du Pays Houdanais","78790","+33644733300"
300,"15, Rue Ditte","Saint-Rémy-lès-Chevreuse","Communauté de communes Haute Vallée de Chevreuse","78470","+33645796334"
301,"1, Rue de l'Angélique - Bessines","NIORT","Caisse Primaire d'Assurance Maladie des Deux-Sèvres","79000","+33658995129"
302,"1, promenade des Anglais","Nice","Jardin Albert 1er Théatre de Verdure","06000","+33497135600"
303,"Groupe médical, 2 bis, Centre multisports 40 ter, av Alsace Lorraine","Lavelanet","MSP multisites de Laroque dOlmes (Pfizer)","9300",NULL
304,"264, Rue Saint Pierre","Marseille","Maison médicale de Garde de la Timone","13005","04 13 42 90 98"
305,", Rue Volney","Mayenne","Centre de Vaccination - MAYENNE - Salle polyvalente","53100","+33243535300"
306,", Avenue de lEurope","Massat","MSP DE MASSAT ","9320",NULL
307,"1, Boulevard Rose des Vents","Le Pontet","SOS Médecins LE PONTET","84130","07 77 45 37 92"
308,"16, Rue Charles Coulomb","Saint-Nazaire","Centre de Vaccination - SAINT NAZAIRE - Centre d'examen de Santé","44600","+33806000344"
309,"27, Rue de la Concorde","Asnières-sur-Seine","Ville d'Asnières","92600","0171114240"
310,"28, Rue des Martyrs de la Resistance","Château-Gontier-sur-Mayenne","Centre de Vaccination - Château-Gontier - Saint Fiacre","53200","+33243535300"
311,"168, Rue Résini","Pertuis","Maison de la Culture et des Association","84120","+33972502700"
312,"2, Avenue Maréchal Foch","Brest","BREST - CHU Site Morvan (réservé PS)","29200",NULL
313,", Route de ploudalmézeau","Bohars","BREST - CHU Site Bohars (réservé PS)","29820","+33298145143"
314,"9, Av du Professeur Albert Calmette","Bergerac","Centre hospitalier de Bergerac","24100",NULL
315,", Rue du Docteur Menguy","Carhaix-Plouguer","CARHAIX - CHU Brest ex-service social (réservé PS)","29270","+33298145143 "
316,", Avenue du Général Raoul Salan","Marignane","Clinique générale de Marignane","13700",NULL
317,"6, Avenue des Cités Unies","Pontivy","PONTIVY - Parc des Expositions (Halle Safire)","56300","+33974199963"
318,"2, La Tuilière, 2 Rue Bel air","Vitrolles","Clinique de Vitrolles","13127",NULL
319,"2, Rue Mazenod","Marseille","Conseil départemental centre de PMI","13002","04 13 31 38 00"
320,"53, Avenue des Alpes","Cagnes-sur-Mer","Polyclinique Saint Jean","06800","+33497100341"
321,"2, Rue de l’Eglise","Boulogne-Billancourt","Ville de Boulogne Billancourt","92100","+33155184770"
322,"317, Boulevard du Redon","Marseille","Hôpital Clairval - Centre de soins urgents","13009","+33491171596"
323,"1, rue Boileau","Montbéliard","Montbéliard","25200","0363421013"
324,"6a, Avenue de la République","Danjoutin","Centre de vaccination de Belfort ","90400",NULL
325,", Palais des Fêtes - Parc Roger Menu","Épernay","Centres de vaccination d'Epernay ","51200","0 803 800 794"
326,"1, Rue du Docteur le Savoureux","Châtenay-Malabry","Ville de Chatenay-Malabry","92290","+33146834683"
327,"10, Rue de la Côte Legris","Épernay","Clinique Epernay","51200","+33803800794"
328,", Foyer rural, Rue de la Mairie","Lauris","CPTS SANTE LUB / LAURIS","84360","+33972502700"
329,", Salle Polyvalente du Pays d'Aigues - Quartier St Christophe","La Tour-d'Aigues","CPTS SANTE LUB /MSP Les glycines","84240","+33972502700"
330,"13, Rue Normandie Niemen","Rethel","Centre Vaccination - COSEC Rethel","08300","+33613848041"
331,"55, avenue Jean Jaurès","Clamart","Ville de Clamart","92140","+33146623572"
332,"3, Route de Gibraltar","Saint-Palais","Centre de vaccination de Saint Palais","64120","+33554739072"
333,", Rue de l'égalité","Champagnole","Centre de Vaccination de Champagnole - Oppidium","39300","+33384868600"
334,"2, Rue du Moulin","Orthez","Centre de Vaccination du CH d'ORTHEZ","64300","+33559697070"
335,"6, Place du Marché","Clichy","Ville de Clichy la Garenne","92110","0800022000"
336,"86, Grande Rue","Garches","Ville de Garches - Médiathèque Jacques GAUTIER","92380","0147956615"
337,"2, Rue du Bateau Lavoir","Issy-les-Moulineaux","Ville d'Issy les Moulineaux","92130","01 41 23 80 10"
338,"20-22, Rue de Châteaudun","La Garenne-Colombes","Ville de la Garenne Colombes","92250","01 72 42 40 28"
339,"70, Avenue du Roule","Neuilly-sur-Seine","Ville de Neuilly sur Seine","92200","0800092200"
340,"24, Rue Rosset","Saint-Claude","Centre de vaccination de Saint- Claude ","39200","03.84.86.86.00"
341,"12, Rue Pierre Semard","Besançon","Centre de vaccination RESAL","25000","+033974134610"
342,"10, Rue des bernardines","Pontarlier","Centre de vaccination de Pontarlier - théâtre Blier","25300","0363421013"
343,"15, Rue Simon","Saint-Laurent-du-Maroni","Centre de Gestion de la Covid-19 (CHOG)","97320","+594594347488"
344,", Avenue des Flamboyants","Cayenne","CH de Cayenne - délocalisé à l'ENCRE","97300","+594594397333"
345,"Centre d'Art, Place Aimé Césaire","Bonneuil-sur-Marne","BONNEUIL SUR MARNE","94380","+33180518039"
346,"11, rue de Musselburgh","Champigny-sur-Marne","CENTRE DE VACCINATION AMBULATOIRE DE CHAMPIGNY","94500","+33615287380"
347,"47, Avenue Foch","Maisons-Alfort","MAISONS ALFORT","94700","0805040994"
348,"3, Rue du Docteur Calmette","Orly","Centre d'ORLY","94310","+33148902408"
349,"4, Avenue Pasteur","Saint-Mandé","CENTRE SAINT-MANDE","94160","+33603589404 "
350,"72, Avenue Mahieu","Saint-Maur-des-Fossés","CENTRE SAINT MAUR DES FOSSES","94100","+33145116565"
351,", 8T Rue Ludovic Halévy","Sucy-en-Brie","CENTRE SUCY EN BRIE","94370","+33149822457"
352,", rue Pere Lacordaire - Salle Pelloutier","Lézignan-Corbières","Centre de vaccination COVID MMG Lezignan","11200","+33800541919"
353,"30, Route nationale 3 - ZAC madeleine","Saint-Benoît","Centre de vaccination GHER","97470","0262 72 04 04 "
354,"1, Avenue des Berges de l'Aude","Carcassonne","Maison Medicale de garde de Carcassonne","11000","+33800541919"
355,"34, Rue Mahatma Gandhi","Saint-Pierre","Centre de vaccination CHU SUD","97410","0262 72 04 04 "
356,"2, Rue Dr Ludwig Lazarus Zamenhof","Perpignan","Centre FOCH","66000","0800 009 110 "
357,", Allée des Topazes","Saint-Denis","Centre de vaccination CHU-Nord ","97400","0262 72 04 04 "
358,"38, Rue Labourdonnais","Saint-Paul","Centre de vaccination du CHOR","97460","0262 72 04 04 "
359,"6b, Rue Pierre Morin","Blain","Centre de Vaccination - BLAIN - Salle des fêtes","44130","+33806000344"
360,"14, Rue de l’Academie","Caen","Centre de Vaccination Caen-Centre (ancienne caserne Canada)","14000","+33800009110"
361,"22, Rue Malher","Paris","CV Paris Centre","75004","3975"
362,"25, Rue de la Liberté","Semur-en-Auxois","SEMUR-EN-AUXOIS Caveau des Maréchaux","21140","+33345810421"
363,", rue du Dr Touraille","Isigny-sur-Mer","Centre de vaccination Isigny-sur-Mer - mairie","14230","+33800009110"
364,"20, AVENUE DU CAPITAINE GUYNEMER","Caen","Polyclinique du parc - Caen - service soins externes","14000","+33800009110"
365,"15, Rue Charles Bertheau","Paris","CENTRE DE VACCINATION BERTHEAU","75013","3975"
366,"1, Place Jules Joffrin","Paris","MAIRIE DU XVIII - CENTRE COVISAN","75018","3975"
367,", CHEMIN DE LA PLANE","Équemauville","Centre de vaccination de Honfleur - site Equemauville","14600","+33800009110"
368,", Avenue du 14 Juillet","Bondy","Jean Verdier AP-HP (Bondy)","93140","08 09 10 20 89 "
369,", Rue Thomas Guidiglo","Kourou","CH de Kourou - délocalisé à la médiathèque de Kourou ","97310","+594 594 32 77 46"
370,"1, Route des Refuzniks","Sarcelles","MAISON DE QUARTIER VALERY WATTEAU","95200","0134457402"
371,"1, Avenue de la Gare, Salles Intergénérationnelles du bâtiment ""Pantographe""","Venarey-les-Laumes","VENAREY-LES-LAUMES Cour de la mairie","21150","+33345810421"
372,"6, Boulevard de la République","Magny-en-Vexin","MSP MAGNY EN VEXIN","95420","0134673902"
373,"19, Avenue du Chasselas espace confluences","Moissac","centre de vaccination MSP Moissac","82200","+33800541919"
374,", Gymnase Andre Messager, Voie des sports","Taverny","CENTRE DE VACCINATION TAVERNY","95150","0185112450"
375,"141, Place de la Republique","Lunel","Centre Hospitalier République - CTPS PAYS DE LUNEL","34400","+33800009110"
376,", Foyer rural Rue Léo Lagrange","Saint-Paul-de-Fenouillet","Centre de vaccination de Saint Paul de fenouillet","66220","+33800541919"
377,"5, Rue Pierre Girard","Paris","Centre de vaccination CPTS Paris 19 - Pierre Girard","75019","3975"
378,"627 , avenue Henri et Suzanne Vitrier","Tournus","Centre de Vaccination TOURNUS - Hôpital Belnay","71700","+33385908741"
379,", Avenue de la Comtesse de Segur","L'Aigle","Salle Michaux Parc expo","61300",NULL
380,", Rue Henri Reboul","Pézenas","PEZENAS Centre Hospitalier (Salle Vayrac)","34120","+33800009110"
381,"35, Rue de la Pépinière","Sens","Centre de vaccination du CH de Sens","89100","+33186650105"
382,"225, Avenue de Marseille","Apt","Centre Hospitalier APT","84400","+33490043401 / +330490013358"
383,"11, Rue Albert Camus","Châtillon-sur-Seine","Chatillon-sur-Seine salle Luc Schreder (gymnase)","21400",NULL
384,"125, rue de la coquille","Sorgues","MSP - SORGUES - ","84700","+33423100690"
385,"2, Avenue du Général Margueritte","Sedan","Centre Vaccination - CHInA site SEDAN","08200","+33972760250 "
386,"9, rue de LONGNY, centre hospitalier Marguerite de Lorraine","Mortagne-au-Perche","Centre de vaccination – Mortagne","61400",NULL
387,", rue Abraham Sicre","Ax-les-Thermes","MSP AX LES THERMES (Pfizer)","9110",NULL
388,", Route de Cayenne (parking du Mas Coulet)","Sète","Sète Centre de vaccination ","34200","+33800009110"
389,"5, Rue Devosge","Dijon","DIJON Salle Devosge","21000","+33345810421"
390,"30, Place du Baty","Fumay","Centre Vaccination - CHInA site FUMAY","08170","09 72 76 02 50 "
391,", Rue Porchaine - cours clémenceau","Alençon","HALLE AUX TOILES","61000",NULL
392,", Rue des Capucins","Is-sur-Tille","IS-SUR-TILLE Salle des Capucins / Selongey centre culturel","21120","+33345810421"
393,"17, Rue Jean Pascal","Labastide-Saint-Sernin","CDV31 Labastide Saint Sernin","31620","+33800541919"
394,"44, Rue d’Amsterdam","Paris","Centre Médical Europe","75009",NULL
395,"14, Place du 11ème chasseurs","Vesoul","Centre de vaccination de Vesoul","70000","0800 009 110"
396,", rue de Paty","Argentan","ARGENTAN : Hall du Champs de Foire","61200",NULL
397,", centre multimédia avenue de Versailles","Le Fossat","CV LE FOSSAT (Pfizer)","9130",NULL
398,"Gymnase des Blanches Fleurs, 65 Route de Savigny","Beaune","BEAUNE Gymnase des Blanches Fleurs","21200","+33345810421"
399,"70, Avenue Pierre Brossolette","Romilly-sur-Seine","Centre de vaccination de Romilly - sur- Seine, salle des fêtes","10100","+33325394388"
400,"14 bis, Avenue de Mazères","Montréjeau","CDV31 Montréjeau","31210","+33800541919"
401,"11, Allée de Glain","Bayonne","Maison des associations de la ville de Bayonne","64100","+33547756837"
402,"34, Rue du Président Wilson - salle Colas Breugnon","Clamecy","CLAMECY -SALLE POLYVALENTE","58500","+33386934300"
403,"12, Rue Bernard Saisset","Pamiers","MSP PAMIERS (Pfizer)","9100",NULL
404,"2, Rue du Foirail","Pouilly-en-Auxois","POUILLY-EN-AUXOIS MSP","21320","+33380908661"
405,"4, Avenue Charles de Gaulle","Bellac","HIHL - SITE DE BELLAC","87300","+33555087535"
406,"16, Rue Marcel Donjon","Luxeuil-les-Bains","Centre de Vaccination de Luxeuil-les-Bains","70300","0800 009 110"
407,"22, Rue du Docteur Deubel","Lure","Centre de Vaccination de Lure","70200","0800 009 110"
408,", Route du Plantaurel","Labarthe-sur-Lèze","CDV31 Labarthe sur Lèze","31860","+33800541919"
409,"5, Impasse de l'Heritan","Mâcon","Centre vaccination MACON - Salle Le Pavillon","71000","+33385908741"
410,"6, Impasse de la Madeleine","Cosne-Cours-sur-Loire","Cosne Cours Sur Loire- salle Polyvalente","58200","+33386265064"
411,", Chemin du Panaud","Saint-Léonard-de-Noblat","HOPITAL INTERCOMMUNAL MONTS ET BARRAGES - ST LEONARD DE NOBLAT","87400","+33555087532"
412,"7 , rue Paul Defrance","Toucy","Centre de vaccination Halle aux grains","89130","+33386442159"
413,"2, Place Joseph Boudouresques","Ganges","Centre de vaccination - Clinique St Louis de Ganges","34190","+33800009110"
414,"7, Rue Sauzay","Gray","Centre de Vaccination de Gray","70100","0800 009 110"
415,", Rue Waldeck Rousseau (salle des fêtes)","Saint-Hilaire-du-Harcouët","Saint Hilaire du Harcouët","50600","+33233794448 "
416,"7, Rue des Bordes","Louhans","Centre vaccination LOUHANS/BRANGES - Groupe scolaire Jean Vial","71500","+33385908741"
417,"15, Boulevard de Verdun","Beaumont-de-Lomagne","MSP des Halles ","82500","+33800541919"
418,"1, Rue du Docteur Jean Montastruc","Boulogne-sur-Gesse","CDV31 Boulogne sur Gesse","31350","+33800541919"
419,"3, Rue Martin Niemoller","Héricourt","Centre de Vaccination d'Héricourt","70400","0800 009 110"
420,", Boulevard des Lices","Arles","Centre de vaccination de la CPTS du Pays d’Arles - Salle des fêtes","13200","04 65 49 43 10"
